Index,BasePrice,Name,Count,TotalTrades,,,Region,,,,,,,,,,,
11834,17400000,Narc Ear Accessory,41,,,,,,,,,,,,,,,
11902,48700,Resplendent Ruby Earrings,0,,,,,,,,,,,,,,,
11927,19500000,Manos Sapphire Earring,0,,,,,,,,,,,,,,,
12206,36000,Talis Belt,3063,,,,,,,,,,,,,,,
12305,2750000,Twilight Red Coral Belt,0,,,,,,,,,,,,,,,
12314,372000,Brilliant Green Coral Belt,0,,,,,,,,,,,,,,,
12230,30800000,Basilisk's Belt,39,,,,,,,,,,,,,,,
12315,2620000,Prairie Green Coral Belt,0,,,,,,,,,,,,,,,
12313,113000,Green Coral Belt,0,,,,,,,,,,,,,,,
12330,69000000,Manos White Coral Belt,11,,,,,,,,,,,,,,,
12302,54000,Polished Coral Belt,0,,,,,,,,,,,,,,,
12320,2820000,Golden Sun Coral Belt,0,,,,,,,,,,,,,,,
12327,90500000,Manos Blue Coral Belt,17,,,,,,,,,,,,,,,
12202,36000,Bares Belt,7617,,,,,,,,,,,,,,,
12220,1640000,Ancient Weapon Core,85,,,,,,,,,,,,,,,
12309,375000,Brilliant Blue Coral Belt,0,,,,,,,,,,,,,,,
12325,2780000,Breezy White Coral Belt,0,,,,,,,,,,,,,,,
705508,8650000,Geranoa Belt,14,,,,,,,,,,,,,,,
12208,1000000,Rhutum Elite Belt,94,,,,,,,,,,,,,,,
12257,241000000,Turo's Belt,82,,,,,,,,,,,,,,,
12308,106000,Blue Coral Belt,0,,,,,,,,,,,,,,,
12326,73500000,Manos Red Coral Belt,0,,,,,,,,,,,,,,,
12205,36000,Kalis Belt,4979,,,,,,,,,,,,,,,
12323,115000,White Coral Belt,0,,,,,,,,,,,,,,,
12324,375000,Brilliant White Coral Belt,0,,,,,,,,,,,,,,,
12204,36000,Elisha Belt,979,,,,,,,,,,,,,,,
12211,1060000,Belt of Shultz the Gladiator,236,,,,,,,,,,,,,,,
12304,375000,Brilliant Red Coral Belt,0,,,,,,,,,,,,,,,
12318,115000,Golden Coral Belt,0,,,,,,,,,,,,,,,
12251,15000000,Orkinrad's Belt,63,,,,,,,,,,,,,,,
12319,375000,Brilliant Golden Coral Belt,0,,,,,,,,,,,,,,,
12328,81000000,Manos Green Coral Belt,3,,,,,,,,,,,,,,,
12203,39800,Hesus Belt,858,,,,,,,,,,,,,,,
12210,6650000,Tree Spirit Belt,115,,,,,,,,,,,,,,,
12212,481000,Gartner Belt,5,,,,,,,,,,,,,,,
12303,96000,Red Coral Belt,0,,,,,,,,,,,,,,,
12310,2780000,Daybreak Blue Coral Belt,0,,,,,,,,,,,,,,,
12201,36000,Yuria Belt,1200,,,,,,,,,,,,,,,
12237,127000000,Tungrad Belt,76,,,,,,,,,,,,,,,
12301,21600,Coral Belt,0,,,,,,,,,,,,,,,
705512,181000000,Manos Belt,21,,,,,,,,,,,,,,,
12229,9650000,Centaurus Belt,34,,,,,,,,,,,,,,,
12236,36700000,Valtarra Eclipsed Belt,72,,,,,,,,,,,,,,,
12329,84500000,Manos Golden Coral Belt,27,,,,,,,,,,,,,,,
705504,870000,Loggia Belt,36,,,,,,,,,,,,,,,
4083,216000,Pure Titanium Crystal,4683,,,,,,,,,,,,,,,
4084,715000,Margoria Dark Iron,1047,,,,,,,,,,,,,,,
4269,167000,Jade Coral Ingot,2233,,,,,,,,,,,,,,,
4469,5600,Green Crystal,33375,,,,,,,,,,,,,,,
4470,10200,Black Crystal,122662,,,,,,,,,,,,,,,
4004,1200,Tin Ore,31998,,,,,,,,,,,,,,,
4063,3770,Melted Zinc Shard,0,,,,,,,,,,,,,,,
4204,1310,Rough Opal,4637,,,,,,,,,,,,,,,
4263,685000,Mythril Ingot,0,,,,,,,,,,,,,,,
4404,4840,Rough Emerald,712,,,,,,,,,,,,,,,
4463,15000,Diamond,16922,,,,,,,,,,,,,,,
4010,750,Sulfur,68128,,,,,,,,,,,,,,,
4057,1070,Melted Copper Shard,39526,,,,,,,,,,,,,,,
4061,8500,Tin Ingot,149071,,,,,,,,,,,,,,,
4410,2550,Rough Black Crystal,488627,,,,,,,,,,,,,,,
4461,51000,Resplendent Emerald,535,,,,,,,,,,,,,,,
4006,3770,Rough Stone,0,,,,,,,,,,,,,,,
4065,52500,Pure Zinc Crystal,1266,,,,,,,,,,,,,,,
4070,2410,Processed Coal,10012,,,,,,,,,,,,,,,
4206,40000,Mythril,0,,,,,,,,,,,,,,,
4265,39600,Brilliant Opal,13525,,,,,,,,,,,,,,,
4406,1350,Rough Translucent Crystal,73687,,,,,,,,,,,,,,,
4465,575000,Star Diamond,241,,,,,,,,,,,,,,,
4086,10600,Noc Ingot,70654,,,,,,,,,,,,,,,
4253,95500,Pure Silver Crystal,478,,,,,,,,,,,,,,,
4453,372000,Blood Ruby,992,,,,,,,,,,,,,,,
4067,11100,Bronze Ingot,64020,,,,,,,,,,,,,,,
4068,17100,Polished Stone,0,,,,,,,,,,,,,,,
4085,1870,Melted Noc Shard,152687,,,,,,,,,,,,,,,
4203,2410,Platinum Ore,937639,,,,,,,,,,,,,,,
4267,1000000,Black Gold Ingot,59,,,,,,,,,,,,,,,
4403,24300,Rough Topaz,630,,,,,,,,,,,,,,,
4467,8050,Mud Crystal,4419,,,,,,,,,,,,,,,
4468,5550,Red Crystal,28832,,,,,,,,,,,,,,,
4485,13400,Violet Crystal,18510,,,,,,,,,,,,,,,
4803,1500,Powder of Crevice,2264743,,,,,,,,,,,,,,,
4804,6350,Powder of Earth,6056,,,,,,,,,,,,,,,
4003,289,Copper Ore,4073,,,,,,,,,,,,,,,
4064,21900,Zinc Ingot,32439,,,,,,,,,,,,,,,
4089,16300,Nickel Ingot,27066,,,,,,,,,,,,,,,
4264,1580000,Pure Mythril Crystal,2426,,,,,,,,,,,,,,,
4407,4350,Rough Mud Crystal,20719,,,,,,,,,,,,,,,
4464,53500,Resplendent Diamond,44614,,,,,,,,,,,,,,,
4053,200000,Pure Iron Crystal,3660,,,,,,,,,,,,,,,
4078,5100,Melted Vanadium Shard,987,,,,,,,,,,,,,,,
4082,21500,Titanium Ingot,4733,,,,,,,,,,,,,,,
4257,8100,Melted Platinum Shard,44087,,,,,,,,,,,,,,,
4457,53500,Topaz,4,,,,,,,,,,,,,,,
4079,27200,Vanadium Ingot,6758,,,,,,,,,,,,,,,
4081,4520,Melted Titanium Shard,357,,,,,,,,,,,,,,,
4088,3320,Melted Nickel Shard,18975,,,,,,,,,,,,,,,
4458,85500,Resplendent Topaz,22,,,,,,,,,,,,,,,
4481,85500,Gem Polisher,770,,,,,,,,,,,,,,,
4008,2100,Vanadium Ore,82416,,,,,,,,,,,,,,,
4059,153000,Pure Copper Crystal,2002,,,,,,,,,,,,,,,
4259,147000,Pure Platinum Crystal,7724,,,,,,,,,,,,,,,
4408,1390,Rough Red Crystal,20029,,,,,,,,,,,,,,,
4412,1640,Rough Violet Crystal,14592,,,,,,,,,,,,,,,
4459,970000,Gold Topaz,56,,,,,,,,,,,,,,,
4007,885,Coal,107908,,,,,,,,,,,,,,,
4009,1550,Titanium Ore,56796,,,,,,,,,,,,,,,
4058,8400,Copper Ingot,954517,,,,,,,,,,,,,,,
4060,4430,Melted Tin Shard,68689,,,,,,,,,,,,,,,
4258,62000,Platinum Ingot,422763,,,,,,,,,,,,,,,
4260,5400,Polished Opal,20163,,,,,,,,,,,,,,,
4409,6450,Rough Green Crystal,313,,,,,,,,,,,,,,,
4460,13200,Emerald,319,,,,,,,,,,,,,,,
4001,413,Iron Ore,51947,,,,,,,,,,,,,,,
4002,411,Lead Ore,61750,,,,,,,,,,,,,,,
4051,2150,Melted Iron Shard,1414,,,,,,,,,,,,,,,
4052,8500,Iron Ingot,225109,,,,,,,,,,,,,,,
4066,11800,Brass Ingot,13722,,,,,,,,,,,,,,,
4201,10700,Silver Ore,0,,,,,,,,,,,,,,,
4202,5700,Gold Ore,9107,,,,,,,,,,,,,,,
4251,29200,Melted Silver Shard,635,,,,,,,,,,,,,,,
4252,74000,Silver Ingot,1831,,,,,,,,,,,,,,,
4266,139000,Moonlight Opal,0,,,,,,,,,,,,,,,
4401,3370,Rough Ruby,44517,,,,,,,,,,,,,,,
4402,29900,Rough Sapphire,926,,,,,,,,,,,,,,,
4451,13500,Ruby,87818,,,,,,,,,,,,,,,
4452,43200,Resplendent Ruby,187040,,,,,,,,,,,,,,,
4801,1900,Powder of Darkness,132757,,,,,,,,,,,,,,,
4802,1870,Powder of Flame,3640958,,,,,,,,,,,,,,,
4901,3780,Black Stone Powder,45271,,,,,,,,,,,,,,,
4902,6250,Alluvial Gold,37,,,,,,,,,,,,,,,
4011,695,Noc Ore,29728,,,,,,,,,,,,,,,
4013,510,Nickel Ore,331470,,,,,,,,,,,,,,,
4054,1270,Melted Lead Shard,81939,,,,,,,,,,,,,,,
4056,139000,Pure Lead Crystal,18,,,,,,,,,,,,,,,
4090,163000,Pure Nickel Crystal,1188,,,,,,,,,,,,,,,
4254,12700,Melted Gold Shard,3,,,,,,,,,,,,,,,
4256,163000,Pure Gold Crystal,112,,,,,,,,,,,,,,,
4413,36500,Rough Lapis Lazuli,7652,,,,,,,,,,,,,,,
4454,48200,Sapphire,118,,,,,,,,,,,,,,,
4456,1280000,Ocean Sapphire,15,,,,,,,,,,,,,,,
4483,21800,Blue Crystal,12313,,,,,,,,,,,,,,,
4490,29900,Lapis Lazuli,0,,,,,,,,,,,,,,,
4080,213000,Pure Vanadium Crystal,4732,,,,,,,,,,,,,,,
4087,209000,Pure Noc Crystal,1680,,,,,,,,,,,,,,,
4466,5400,Translucent Crystal,42453,,,,,,,,,,,,,,,
9746,510000,Abyssal Brass Ingot,232,,,,,,,,,,,,,,,
4077,7600,Steel,121439,,,,,,,,,,,,,,,
4411,14000,Rough Blue Crystal,11459,,,,,,,,,,,,,,,
4462,610000,Forest Emerald,139,,,,,,,,,,,,,,,
4492,1270000,Indigo Lapis Lazuli,556,,,,,,,,,,,,,,,
4005,1540,Zinc Ore,28522,,,,,,,,,,,,,,,
4055,8050,Lead Ingot,25839,,,,,,,,,,,,,,,
4062,198000,Pure Tin Crystal,2163,,,,,,,,,,,,,,,
4255,61000,Gold Ingot,67,,,,,,,,,,,,,,,
4262,89500,Melted Mythril Shard,0,,,,,,,,,,,,,,,
4405,4580,Rough Diamond,2,,,,,,,,,,,,,,,
4455,94500,Resplendent Sapphire,152,,,,,,,,,,,,,,,
4491,151000,Resplendent Lapis Lazuli,0,,,,,,,,,,,,,,,
4805,1890,Powder of Time,2341437,,,,,,,,,,,,,,,
4605,6400,Log,32472,,,,,,,,,,,,,,,
4655,10900,Maple Plywood,27525,,,,,,,,,,,,,,,
4691,50500,Pine Coated Plywood,755,,,,,,,,,,,,,,,
4698,14300,Loopy Tree Plywood,335418,,,,,,,,,,,,,,,
5427,2060,Big Arrow Mushroom,1985,,,,,,,,,,,,,,,
5434,2180,Big Fog Mushroom,22,,,,,,,,,,,,,,,
5441,9450,Insectivore Plant Leaf,0,,,,,,,,,,,,,,,
5477,8500,Special Ghost Mushroom,6936,,,,,,,,,,,,,,,
5484,255,Nolina,26288,,,,,,,,,,,,,,,
5491,429,Purple Mushroom,16815,,,,,,,,,,,,,,,
5527,530,Blue Flower,2652,,,,,,,,,,,,,,,
4609,1520,Acacia Timber,78885,,,,,,,,,,,,,,,
4660,2050,Birch Plank,41326,,,,,,,,,,,,,,,
4694,1360,Moss Tree Plank,403435,,,,,,,,,,,,,,,
4696,590000,Sturdy Moss Tree Plywood,425,,,,,,,,,,,,,,,
5430,1370,Big Sky Mushroom,11630,,,,,,,,,,,,,,,
5445,2380,High-Quality Silver Azalea,59,,,,,,,,,,,,,,,
5479,5700,Special Hump Mushroom,521,,,,,,,,,,,,,,,
5481,12000,Special Ancient Mushroom,2498,,,,,,,,,,,,,,,
5496,2320,High-Quality Nolina,2717,,,,,,,,,,,,,,,
5515,8250,Rainbow Button Mushroom,0,,,,,,,,,,,,,,,
5530,1160,Hazel Tree Fruit,250,,,,,,,,,,,,,,,
4608,494,White Cedar Timber,10326,,,,,,,,,,,,,,,
4663,2210,Fir Plank,2239,,,,,,,,,,,,,,,
4672,555000,Sturdy Palm Plywood,613,,,,,,,,,,,,,,,
4697,4020,Loopy Tree Plank,41074,,,,,,,,,,,,,,,
5008,15300,Old Tree Bark,12163,,,,,,,,,,,,,,,
5408,655,Arrow Mushroom,12564,,,,,,,,,,,,,,,
5433,2240,Big Ghost Mushroom,265,,,,,,,,,,,,,,,
5442,1530,Insectivore Plant Stalk,0,,,,,,,,,,,,,,,
5467,7250,Special Dry Mane Grass,4388,,,,,,,,,,,,,,,
5476,9700,Special Emperor Mushroom,13998,,,,,,,,,,,,,,,
5501,2180,High-Quality Purple Mushroom,823,,,,,,,,,,,,,,,
4612,397,Cactus Rind,16962,,,,,,,,,,,,,,,
4659,393000,Sturdy Pine Plywood,1267,,,,,,,,,,,,,,,
4676,2870,White Cedar Plank,26512,,,,,,,,,,,,,,,
4710,1570,Thornwood Plank,83060,,,,,,,,,,,,,,,
5012,7900,White Cedar Sap,0,,,,,,,,,,,,,,,
5412,399,Tiger Mushroom,7754,,,,,,,,,,,,,,,
5429,1070,Big Cloud Mushroom,3450647,,,,,,,,,,,,,,,
5446,2140,High-Quality Fire Flake Flower,0,,,,,,,,,,,,,,,
5480,11700,Special Bluffer Mushroom,8507,,,,,,,,,,,,,,,
5497,1930,High-Quality Penestraria,382,,,,,,,,,,,,,,,
5531,453,Mimosa Stalk,15627,,,,,,,,,,,,,,,
4601,414,Ash Timber,35300,,,,,,,,,,,,,,,
4602,790,Maple Timber,2768,,,,,,,,,,,,,,,
4651,1280,Ash Plank,545,,,,,,,,,,,,,,,
4652,8800,Ash Plywood,49653,,,,,,,,,,,,,,,
4687,2610000,Hard Pillar,709,,,,,,,,,,,,,,,
4701,1810,Thuja Plank,300638,,,,,,,,,,,,,,,
4702,14700,Thuja Plywood,131631,,,,,,,,,,,,,,,
5002,4890,Maple Sap,67399,,,,,,,,,,,,,,,
5423,1370,Bunch of Fire Flake Flowers,0,,,,,,,,,,,,,,,
5437,1870,Big Ancient Mushroom,0,,,,,,,,,,,,,,,
5438,2020,Big Amanita Mushroom,5,,,,,,,,,,,,,,,
5473,7650,Special Cloud Mushroom,5026,,,,,,,,,,,,,,,
5487,6100,Toxic Watermelon,46,,,,,,,,,,,,,,,
5488,27700,Glossy Bone Piece,228,,,,,,,,,,,,,,,
5523,885,Purple Pink Flower,0,,,,,,,,,,,,,,,
5537,12300,Special Delotia,6773,,,,,,,,,,,,,,,
5538,4070,Delotia,0,,,,,,,,,,,,,,,
4610,450,Palm Timber,28700,,,,,,,,,,,,,,,
4661,11200,Birch Plywood,35051,,,,,,,,,,,,,,,
4678,560000,Sturdy White Cedar Plywood,1666,,,,,,,,,,,,,,,
4695,13600,Moss Tree Plywood,679626,,,,,,,,,,,,,,,
4712,289000,Sturdy Thornwood Plywood,0,,,,,,,,,,,,,,,
5010,4280,Cedar Sap,29785,,,,,,,,,,,,,,,
5414,660,Ghost Mushroom,13724,,,,,,,,,,,,,,,
5431,1070,Big Tiger Mushroom,1665803,,,,,,,,,,,,,,,
5448,1930,High-Quality Silk Honey Grass,0,,,,,,,,,,,,,,,
5461,15600,High-Quality Ancient Mushroom,7369,,,,,,,,,,,,,,,
5478,8500,Special Fog Mushroom,5931,,,,,,,,,,,,,,,
5495,1410,Desert Herb,490,,,,,,,,,,,,,,,
5529,1270,Saffron,472,,,,,,,,,,,,,,,
4607,895,Cedar Timber,20000,,,,,,,,,,,,,,,
4664,12500,Fir Plywood,42395,,,,,,,,,,,,,,,
4675,660000,Sturdy Elder Tree Plywood,1207,,,,,,,,,,,,,,,
4689,400000,Ship Repair Kit,0,,,,,,,,,,,,,,,
5007,1800,Monk's Branch,48438,,,,,,,,,,,,,,,
5407,605,Fortune Teller Mushroom,53156,,,,,,,,,,,,,,,
5425,865,Bunch of Silk Honey Grass,781,,,,,,,,,,,,,,,
5450,2930,High-Quality Fortune Teller Mushroom,1701,,,,,,,,,,,,,,,
5468,9600,Special Silk Honey Grass,28,,,,,,,,,,,,,,,
5475,11400,Special Tiger Mushroom,422,,,,,,,,,,,,,,,
5493,445,Eyelash Cup,1082,,,,,,,,,,,,,,,
5518,425,Pink Trumpet Mushroom,1710161,,,,,,,,,,,,,,,
5532,6600,Bracken,0,,,,,,,,,,,,,,,
5536,5950,High Quality Delotia,4004,,,,,,,,,,,,,,,
5600,820,Weeds,0,,,,,,,,,,,,,,,
4606,1150,Fir Timber,8135,,,,,,,,,,,,,,,
4665,111000,Sturdy Fir Plywood,374,,,,,,,,,,,,,,,
4674,13800,Elder Tree Plywood,36711,,,,,,,,,,,,,,,
4699,535000,Sturdy Loopy Tree Plywood,223,,,,,,,,,,,,,,,
5001,4450,Ash Sap,44346,,,,,,,,,,,,,,,
5006,2250,Spirit's Leaf,826250,,,,,,,,,,,,,,,
5401,207,Sunrise Herb,34712,,,,,,,,,,,,,,,
5410,435,Cloud Mushroom,15047,,,,,,,,,,,,,,,
5435,1380,Big Hump Mushroom,23,,,,,,,,,,,,,,,
5440,12500,Insectivore Plant Flower,0,,,,,,,,,,,,,,,
5444,1970,High-Quality Sunrise Herb,164,,,,,,,,,,,,,,,
5465,11100,Special Silver Azalea,1171,,,,,,,,,,,,,,,
5474,12500,Special Sky Mushroom,5131,,,,,,,,,,,,,,,
5499,2540,High-Quality Bouquet Mushroom,158,,,,,,,,,,,,,,,
5508,7250,Special Purple Mushroom,735,,,,,,,,,,,,,,,
4613,413,Old Tree Branch,679901,,,,,,,,,,,,,,,
4656,590000,Sturdy Maple Plywood,1529,,,,,,,,,,,,,,,
4683,560,Cactus Thorn,1224506,,,,,,,,,,,,,,,
5419,2820,Amanita Mushroom,0,,,,,,,,,,,,,,,
5426,735,Big Fortune Teller Mushroom,2601496,,,,,,,,,,,,,,,
5485,236,Penestraria,13720,,,,,,,,,,,,,,,
5492,415,Pie Mushroom,8799,,,,,,,,,,,,,,,
5519,435,White Umbrella Mushroom,464813,,,,,,,,,,,,,,,
5526,11000,Violet Flower,0,,,,,,,,,,,,,,,
4611,433,Elder Tree Timber,365630,,,,,,,,,,,,,,,
4662,605000,Sturdy Birch Plywood,102,,,,,,,,,,,,,,,
4677,12600,White Cedar Plywood,32996,,,,,,,,,,,,,,,
4711,14200,Thornwood Plywood,19259,,,,,,,,,,,,,,,
5011,2140,Red Tree Lump,25267,,,,,,,,,,,,,,,
5013,7900,Acacia Sap,0,,,,,,,,,,,,,,,
5411,490,Sky Mushroom,410,,,,,,,,,,,,,,,
5413,393,Emperor Mushroom,11677,,,,,,,,,,,,,,,
5428,1130,Big Dwarf Mushroom,503983,,,,,,,,,,,,,,,
5447,2110,High-Quality Dry Mane Grass,4996,,,,,,,,,,,,,,,
5462,7600,High-Quality Amanita Mushroom,848,,,,,,,,,,,,,,,
5464,9650,Special Sunrise Herb,8124,,,,,,,,,,,,,,,
5498,1890,High-Quality Dalvenia Alrea,1433,,,,,,,,,,,,,,,
5528,520,Audria,8121,,,,,,,,,,,,,,,
4653,471000,Sturdy Ash Plywood,1413,,,,,,,,,,,,,,,
4686,780000,Sturdy Timber Square,258,,,,,,,,,,,,,,,
4703,600000,Sturdy Thuja Plywood,1690,,,,,,,,,,,,,,,
5018,10100,Loopy Tree Sap,5255,,,,,,,,,,,,,,,
5422,650,Bunch of Silver Azaleas,2787,,,,,,,,,,,,,,,
5436,3250,Big Bluffer Mushroom,0,,,,,,,,,,,,,,,
5439,945,Wild Grass,640646,,,,,,,,,,,,,,,
5453,3230,High-Quality Cloud Mushroom,1837,,,,,,,,,,,,,,,
5486,246,Dalvenia Alrea,36887,,,,,,,,,,,,,,,
5490,405,Leccinum,9196,,,,,,,,,,,,,,,
5503,9200,Special Nolina,2254,,,,,,,,,,,,,,,
5504,7650,Special Penestraria,3158,,,,,,,,,,,,,,,
5521,435,White Flower Mushroom,419637,,,,,,,,,,,,,,,
4603,520,Pine Timber,19531,,,,,,,,,,,,,,,
4604,910,Birch Timber,30266,,,,,,,,,,,,,,,
4654,1690,Maple Plank,701,,,,,,,,,,,,,,,
4667,12600,Cedar Plywood,14403,,,,,,,,,,,,,,,
4668,99500,Sturdy Cedar Plywood,38,,,,,,,,,,,,,,,
4671,12700,Palm Plywood,551865,,,,,,,,,,,,,,,
4685,106000,Standardized Timber Square,0,,,,,,,,,,,,,,,
5003,4130,Pine Sap,34166,,,,,,,,,,,,,,,
5004,970,Birch Sap,10972,,,,,,,,,,,,,,,
5403,454,Fire Flake Flower,0,,,,,,,,,,,,,,,
5404,433,Dry Mane Grass,544,,,,,,,,,,,,,,,
5421,690,Pile of Sunrise Herbs,4908,,,,,,,,,,,,,,,
5454,3950,High-Quality Sky Mushroom,2626,,,,,,,,,,,,,,,
5471,13100,Special Arrow Mushroom,5596,,,,,,,,,,,,,,,
5472,12800,Special Dwarf Mushroom,7611,,,,,,,,,,,,,,,
5489,388,Bouquet Mushroom,3879,,,,,,,,,,,,,,,
5522,555,Vedelona,27703,,,,,,,,,,,,,,,
4616,425,Thuja Timber,304914,,,,,,,,,,,,,,,
4666,3600,Cedar Plank,36611,,,,,,,,,,,,,,,
4673,1730,Elder Tree Plank,9576633,,,,,,,,,,,,,,,
4680,4070,Acacia Plank,43402,,,,,,,,,,,,,,,
5009,1150,Fir Sap,53661,,,,,,,,,,,,,,,
5016,1100,Cactus Sap,5074,,,,,,,,,,,,,,,
5023,8600,Thornwood Sap,0,,,,,,,,,,,,,,,
5402,226,Silver Azalea,29244,,,,,,,,,,,,,,,
5409,386,Dwarf Mushroom,74603,,,,,,,,,,,,,,,
5416,2270,Hump Mushroom,2827,,,,,,,,,,,,,,,
5452,3940,High-Quality Dwarf Mushroom,532,,,,,,,,,,,,,,,
5459,7800,High-Quality Hump Mushroom,6626,,,,,,,,,,,,,,,
5466,10600,Special Fire Flake Flower,922,,,,,,,,,,,,,,,
5502,2080,High-Quality Pie Mushroom,380,,,,,,,,,,,,,,,
5509,10200,Special Pie Mushroom,9235,,,,,,,,,,,,,,,
5516,1420,Blue Umbrella Mushroom,579,,,,,,,,,,,,,,,
4615,448,Loopy Tree Timber,248373,,,,,,,,,,,,,,,
4658,11300,Pine Plywood,42110,,,,,,,,,,,,,,,
4681,16000,Acacia Plywood,0,,,,,,,,,,,,,,,
4688,7500,Ship Repair Material,157924,,,,,,,,,,,,,,,
5015,7900,Palm Sap,11278,,,,,,,,,,,,,,,
5017,915,Moss Tree Sap,193360,,,,,,,,,,,,,,,
5415,3600,Fog Mushroom,0,,,,,,,,,,,,,,,
5417,3500,Bluffer Mushroom,0,,,,,,,,,,,,,,,
5424,945,Bunch of Dry Mane Grass,78,,,,,,,,,,,,,,,
5451,3760,High-Quality Arrow Mushroom,611,,,,,,,,,,,,,,,
5458,17700,High-Quality Fog Mushroom,6892,,,,,,,,,,,,,,,
5460,15500,High-Quality Bluffer Mushroom,10302,,,,,,,,,,,,,,,
5494,463,Star Anise Mushroom,1894,,,,,,,,,,,,,,,
5517,7900,Volcanic Umbrella Mushroom,167,,,,,,,,,,,,,,,
5524,525,Yellow Flower,370,,,,,,,,,,,,,,,
4619,380,Thornwood Timber,246758,,,,,,,,,,,,,,,
4669,27800,Usable Scantling,6164,,,,,,,,,,,,,,,
4670,1590,Palm Plank,6548867,,,,,,,,,,,,,,,
5005,3850,Bloody Tree Knot,607867,,,,,,,,,,,,,,,
5019,220000,Dead Tree Essence,2588,,,,,,,,,,,,,,,
5020,20900,Thuja Sap,0,,,,,,,,,,,,,,,
5405,400,Silk Honey Grass,696,,,,,,,,,,,,,,,
5406,8550,Everlasting Herb,1295,,,,,,,,,,,,,,,
5420,100000,Truffle Mushroom,0,,,,,,,,,,,,,,,
5455,3670,High-Quality Tiger Mushroom,705,,,,,,,,,,,,,,,
5456,2180,High-Quality Emperor Mushroom,3141,,,,,,,,,,,,,,,
5470,11000,Special Fortune Teller Mushroom,14158,,,,,,,,,,,,,,,
5505,7700,Special Dalvenia Alrea,0,,,,,,,,,,,,,,,
5506,9950,Special Bouquet Mushroom,2096,,,,,,,,,,,,,,,
5520,453,Green Pendulous Mushroom,920349,,,,,,,,,,,,,,,
4614,425,Moss Tree Timber,347027,,,,,,,,,,,,,,,
4657,1660,Pine Plank,15598,,,,,,,,,,,,,,,
4682,349000,Sturdy Acacia Plywood,102,,,,,,,,,,,,,,,
4700,80000,Emergency Ship Repair Kit,0,,,,,,,,,,,,,,,
5014,10100,Elder Tree Sap,0,,,,,,,,,,,,,,,
5418,3770,Ancient Mushroom,0,,,,,,,,,,,,,,,
5432,1070,Big Emperor Mushroom,1076746,,,,,,,,,,,,,,,
5443,2020,Insectivore Plant Root,4,,,,,,,,,,,,,,,
5457,6800,High-Quality Ghost Mushroom,0,,,,,,,,,,,,,,,
5482,8100,Special Amanita Mushroom,232,,,,,,,,,,,,,,,
5500,2030,High-Quality Leccinum,2780,,,,,,,,,,,,,,,
5507,7750,Special Leccinum,970,,,,,,,,,,,,,,,
5525,5950,Sky Blue Flower,0,,,,,,,,,,,,,,,
5205,138000,Fruit of Nature,0,,,,,,,,,,,,,,,
6706,2970,Pumpkin Seed,0,,,,,,,,,,,,,,,
6827,33000,Special Barley Seed,553,,,,,,,,,,,,,,,
6927,3850,Bouquet Mushroom Hypha,20,,,,,,,,,,,,,,,
6941,60000,Glossy Seed,7,,,,,,,,,,,,,,,
6942,15100,Dried-Up Seed,0,,,,,,,,,,,,,,,
6992,70000,Special Nolina Seed,54,,,,,,,,,,,,,,,
7327,12900,High-Quality Hot Pepper,1699,,,,,,,,,,,,,,,
7328,9000,High-Quality Pumpkin,203,,,,,,,,,,,,,,,
7341,9200,Special Grape,8410,,,,,,,,,,,,,,,
7342,8800,Special Sunflower,0,,,,,,,,,,,,,,,
5211,70500,Fruit of Magic Power,3088,,,,,,,,,,,,,,,
5213,27600,Fruit of Perfection,5921,,,,,,,,,,,,,,,
6934,23300,High-Quality Bouquet Mushroom Hypha,420,,,,,,,,,,,,,,,
6949,37100,Contorted Seed,0,,,,,,,,,,,,,,,
6983,59000,Special Tiger Mushroom Hypha,175,,,,,,,,,,,,,,,
6985,72500,Special Ghost Mushroom Hypha,793,,,,,,,,,,,,,,,
7000,59500,Special Acacia Seed,221,,,,,,,,,,,,,,,
7019,530,Star Anise,19971,,,,,,,,,,,,,,,
7319,3770,Rose,0,,,,,,,,,,,,,,,
7334,10100,High-Quality Paprika,0,,,,,,,,,,,,,,,
7336,10900,Special Garlic,0,,,,,,,,,,,,,,,
6701,3820,Pepper Seed,0,,,,,,,,,,,,,,,
6718,122000,Special Garlic Seed,0,,,,,,,,,,,,,,,
6816,17100,High-Quality Seed Potato,52,,,,,,,,,,,,,,,
6901,1800,Sunrise Herb Seed,26835,,,,,,,,,,,,,,,
6918,16300,Ancient Mushroom Hypha,0,,,,,,,,,,,,,,,
6935,21600,High-Quality Leccinum Mushroom Hypha,388,,,,,,,,,,,,,,,
6952,9000,High-Quality Sunrise Herb Seed,1658,,,,,,,,,,,,,,,
6965,53500,High-Quality Ghost Mushroom Hypha,149,,,,,,,,,,,,,,,
6969,93000,High-Quality Ancient Mushroom Hypha,8,,,,,,,,,,,,,,,
6982,74000,Special Sky Mushroom Hypha,168,,,,,,,,,,,,,,,
6999,26900,High-Quality Acacia Seed,66,,,,,,,,,,,,,,,
7016,2330,Date Palm,81687,,,,,,,,,,,,,,,
7101,1530,Wheat Flour,67217,,,,,,,,,,,,,,,
7203,2040,Potato Dough,55382,,,,,,,,,,,,,,,
7301,2550,Pepper,0,,,,,,,,,,,,,,,
7318,3770,Cabbage,3226,,,,,,,,,,,,,,,
7335,11900,Special Pepper,42622,,,,,,,,,,,,,,,
